PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
202510,31DEC25,01APR25,31MAR26,191,Pain Management Service,11576,11009,274,11302,10785,11401,26,79801,57597,5391,18806,38791,1
202510,31DEC25,01APR25,31MAR26,192,Intensive Care Medicine Service,4079,2204,4065,14,14,1458,1319,1740,1234,144,540,694,1
202510,31DEC25,01APR25,31MAR26,199,"Non-UK Provider; specialty function not known, tre",1,0,1,0,0,0,0,14,14,0,14,0,1
202510,31DEC25,01APR25,31MAR26,211,Paediatric Urology Service,1693,1470,376,1317,1193,1639,127,10106,6654,774,2366,4288,1
202510,31DEC25,01APR25,31MAR26,212,Paediatric Transplantation Surgery Service,12,9,10,2,1,6,0,72,63,4,0,63,1
202510,31DEC25,01APR25,31MAR26,213,Paediatric Gastrointestinal Surgery Service,,,,,,,,6,2,1,0,2,1
202510,31DEC25,01APR25,31MAR26,214,Paediatric Trauma and Orthopaedic Service,1971,1669,1053,918,818,1873,358,38448,27157,2651,11128,16029,1
202510,31DEC25,01APR25,31MAR26,215,Paediatric Ear Nose and Throat Service,2859,2474,825,2034,1858,2767,255,26959,16363,2055,8110,8253,1
202510,31DEC25,01APR25,31MAR26,216,Paediatric Ophthalmology Service,652,593,78,574,527,646,17,45865,29896,4760,9000,20896,1
202510,31DEC25,01APR25,31MAR26,217,Paediatric Oral and Maxillofacial Surgery Service,457,413,169,288,269,448,116,2279,1475,163,648,827,1
202510,31DEC25,01APR25,31MAR26,218,Paediatric Neurosurgery Service,680,543,488,192,178,552,190,3442,2506,203,670,1835,1
202510,31DEC25,01APR25,31MAR26,219,Paediatric Plastic Surgery Service,1511,1305,555,956,846,1479,348,10594,7899,671,2983,4916,1
202510,31DEC25,01APR25,31MAR26,220,Paediatric Burns Care Service,300,257,197,103,91,282,153,4076,3272,205,706,2566,1
202510,31DEC25,01APR25,31MAR26,221,Paediatric Cardiac Surgery Service,268,223,263,5,3,130,6,144,117,7,52,65,1
202510,31DEC25,01APR25,31MAR26,222,Paediatric Thoracic Surgery Service,3,1,2,1,1,2,0,,,,,,
202510,31DEC25,01APR25,31MAR26,223,Paediatric Epilepsy Service,100,43,73,27,21,51,17,8505,6351,516,1200,5151,1
202510,31DEC25,01APR25,31MAR26,240,Paediatric Palliative Medicine Service,,,,,,,,453,434,9,44,390,1
202510,31DEC25,01APR25,31MAR26,241,Paediatric Pain Management Service,52,52,0,52,52,52,0,485,370,17,65,305,1
202510,31DEC25,01APR25,31MAR26,242,Paediatric Intensive Care Service,926,676,925,1,1,378,294,1300,1269,30,84,1185,1
202510,31DEC25,01APR25,31MAR26,250,Paediatric Hepatology Service,166,150,41,125,115,165,3,125,124,1,4,120,1
202510,31DEC25,01APR25,31MAR26,251,Paediatric Gastroenterology Service,3518,3078,555,2963,2779,3352,166,14236,9447,960,2369,7069,1
202510,31DEC25,01APR25,31MAR26,252,Paediatric Endocrinology Service,1015,882,151,864,784,997,46,12678,8574,934,1919,6654,1
202510,31DEC25,01APR25,31MAR26,253,Paediatric Clinical Haematology Service,3360,2754,830,2530,2328,3184,376,9536,7022,553,804,6218,1
202510,31DEC25,01APR25,31MAR26,254,Paediatric Audio Vestibular Medicine Service,28,25,3,25,22,28,0,9753,6521,911,3009,3496,1
202510,31DEC25,01APR25,31MAR26,255,Paediatric Clinical Immunology and Allergy Service,1321,1159,62,1259,1128,1316,37,12942,8471,874,2963,5508,1
202510,31DEC25,01APR25,31MAR26,256,Paediatric Infectious Diseases Service,187,63,131,56,34,93,31,1347,885,132,428,457,1
202510,31DEC25,01APR25,31MAR26,257,Paediatric Dermatology Service,396,291,42,354,278,381,12,19457,12683,1549,4327,8356,1
202510,31DEC25,01APR25,31MAR26,258,Paediatric Respiratory Medicine Service,2251,1145,1897,354,294,1592,575,18627,12436,1542,3553,8883,1
202510,31DEC25,01APR25,31MAR26,259,Paediatric Nephrology Service,1128,945,337,791,738,1061,135,7056,5024,374,768,4256,1
202510,31DEC25,01APR25,31MAR26,260,Paediatric Medical Oncology Service,3923,3197,1223,2700,2388,3798,547,8482,6809,231,629,6180,1
202510,31DEC25,01APR25,31MAR26,261,Paediatric Inherited Metabolic Medicine Service,320,259,83,237,224,306,43,2006,1330,105,169,1149,1
202510,31DEC25,01APR25,31MAR26,262,Paediatric Rheumatology Service,1064,953,84,980,875,1061,23,5561,3819,267,896,2921,1
202510,31DEC25,01APR25,31MAR26,263,Paediatric Diabetes Service,116,18,110,6,6,94,85,14644,10580,963,609,9971,1
202510,31DEC25,01APR25,31MAR26,264,Paediatric Cystic Fibrosis Service,83,36,38,45,19,78,13,1642,1225,73,69,1156,1
202510,31DEC25,01APR25,31MAR26,270,Paediatric Emergency Medicine Service,97,12,96,1,0,94,93,11,7,1,1,6,1
202510,31DEC25,01APR25,31MAR26,280,Paediatric Interventional Radiology Service,66,61,5,61,56,66,0,333,270,0,29,241,1
202510,31DEC25,01APR25,31MAR26,290,Community Paediatric Service,64,42,24,40,36,64,18,42215,34285,2788,8635,25650,1
202510,31DEC25,01APR25,31MAR26,291,Paediatric Neurodisability Service,41,39,3,38,37,41,1,6426,4615,416,1087,3528,1
202510,31DEC25,01APR25,31MAR26,300,General Internal Medicine Service,291909,75702,274834,17075,13258,195029,175391,129765,107849,5795,39324,68513,1
202510,31DEC25,01APR25,31MAR26,301,Gastroenterology Service,145643,121854,27485,118158,111579,123602,3750,274696,201822,17431,83177,118644,1
202510,31DEC25,01APR25,31MAR26,302,Endocrinology Service,14742,6020,10883,3859,3679,6376,2373,114857,78020,10988,21494,56526,1
202510,31DEC25,01APR25,31MAR26,303,Clinical Haematology Service,66152,58926,8636,57516,54713,63663,3814,259561,200643,11573,22197,178441,1
202510,31DEC25,01APR25,31MAR26,304,Clinical Physiology Service,12,7,6,6,6,10,4,78883,63497,3529,45109,18388,1
202510,31DEC25,01APR25,31MAR26,305,Clinical Pharmacology Service,231,130,176,55,50,127,36,1641,958,166,425,533,1
202510,31DEC25,01APR25,31MAR26,306,Hepatology Service,5294,3556,2670,2624,2411,3381,335,66987,46827,6103,13159,33668,1
202510,31DEC25,01APR25,31MAR26,307,Diabetes Service,6961,2100,6117,844,770,2477,1608,135820,97989,12543,16016,81973,1
202510,31DEC25,01APR25,31MAR26,308,Blood and Marrow Transplantation Service,793,632,313,480,438,695,65,4091,3268,108,184,3084,1
202510,31DEC25,01APR25,31MAR26,309,Haemophilia Service,266,232,37,229,215,261,25,6055,4184,518,616,3568,1
202510,31DEC25,01APR25,31MAR26,310,Audio Vestibular Medicine Service,43,16,36,7,4,43,29,38215,27191,2067,9653,17538,1
202510,31DEC25,01APR25,31MAR26,311,Clinical Genetics Service,5,3,2,3,2,5,2,13457,10969,765,7257,3712,1
202510,31DEC25,01APR25,31MAR26,313,Clinical Immunology and Allergy Service,853,669,12,841,663,851,2,5799,4108,413,1326,2782,1
202510,31DEC25,01APR25,31MAR26,314,Rehabilitation Medicine Service,5003,2032,4921,82,73,2602,464,29295,23521,1340,4374,19147,1
202510,31DEC25,01APR25,31MAR26,315,Palliative Medicine Service,1164,216,1141,23,22,520,271,16256,14572,564,2443,12128,1
202510,31DEC25,01APR25,31MAR26,316,Clinical Immunology Service,1149,1114,9,1140,1107,1148,0,4458,3129,238,687,2442,1
202510,31DEC25,01APR25,31MAR26,317,Allergy Service,1654,1620,11,1643,1609,1652,2,11363,7475,826,3269,4206,1
202510,31DEC25,01APR25,31MAR26,318,Intermediate Care Service,1593,445,1593,0,0,980,67,82228,81465,419,11285,70180,1
202510,31DEC25,01APR25,31MAR26,319,Respite Care Service,144,4,144,0,0,144,1,4,0,0,0,0,1
202510,31DEC25,01APR25,31MAR26,320,Cardiology Service,58752,35884,42884,15868,14706,32055,11813,447582,341212,25968,161641,179561,1
202510,31DEC25,01APR25,31MAR26,321,Paediatric Cardiology Service,1165,978,674,491,466,863,109,22959,16742,1329,5182,11557,1
202510,31DEC25,01APR25,31MAR26,322,Clinical Microbiology Service,35,29,5,30,25,35,2,4821,3581,249,3316,265,1
202510,31DEC25,01APR25,31MAR26,323,Spinal Injuries Service,257,167,229,28,13,176,20,3276,2380,168,418,1962,1
202510,31DEC25,01APR25,31MAR26,324,Anticoagulant Service,4,2,3,1,1,4,3,68031,59239,4153,5598,53641,1
202510,31DEC25,01APR25,31MAR26,325,Sport and Exercise Medicine Service,140,72,139,1,1,111,107,2242,1487,148,698,786,1
202510,31DEC25,01APR25,31MAR26,326,Acute Internal Medicine Service,44348,11057,42087,2261,1198,30006,27435,6613,6130,248,4634,1496,1
202510,31DEC25,01APR25,31MAR26,327,Cardiac Rehabilitation Service,5,4,4,1,1,4,3,17112,13031,1185,2561,10470,1
202510,31DEC25,01APR25,31MAR26,328,Stroke Medicine Service,16206,8169,16173,33,31,7761,7211,15123,10973,1055,5594,5379,1
202510,31DEC25,01APR25,31MAR26,329,Transient Ischaemic Attack Service,711,217,711,0,0,448,442,10544,9177,405,7424,1753,1
202510,31DEC25,01APR25,31MAR26,330,Dermatology Service,16568,15119,247,16321,14959,16529,39,418099,307322,21191,111464,195850,1
202510,31DEC25,01APR25,31MAR26,331,Congenital Heart Disease Service,138,107,82,56,55,115,14,6392,4210,442,953,3257,1
202510,31DEC25,01APR25,31MAR26,333,Rare Disease Service,,,,,,,,2,2,0,0,2,1
202510,31DEC25,01APR25,31MAR26,335,Inherited Metabolic Medicine Service,16,8,0,16,8,16,0,668,456,44,36,420,1
202510,31DEC25,01APR25,31MAR26,340,Respiratory Medicine Service,55411,18850,47486,7925,6457,20338,11490,278815,198352,21515,70908,127350,1
202510,31DEC25,01APR25,31MAR26,341,Respiratory Physiology Service,1417,722,624,793,251,1351,84,79828,58632,6161,28004,29538,1
202510,31DEC25,01APR25,31MAR26,342,Pulmonary Rehabilitation Service,,,,,,,,3366,2280,249,529,1751,1
202510,31DEC25,01APR25,31MAR26,343,Adult Cystic Fibrosis Service,390,137,240,150,58,280,61,2806,2035,267,97,1937,1
202510,31DEC25,01APR25,31MAR26,344,Complex Specialised Rehabilitation Service,38,21,38,0,0,12,2,264,227,21,54,173,1
202510,31DEC25,01APR25,31MAR26,345,Specialist Rehabilitation Service,50,46,11,39,39,45,1,3193,2312,266,204,2108,1
202510,31DEC25,01APR25,31MAR26,346,Local Specialist Rehabilitation Service,40,2,40,0,0,31,0,403,326,22,17,309,1
202510,31DEC25,01APR25,31MAR26,347,Sleep Medicine Service,696,621,338,358,331,675,30,16848,13350,1526,4209,9134,1
202510,31DEC25,01APR25,31MAR26,348,Post-COVID-19 Syndrome Service,4,2,4,0,0,4,2,927,632,53,154,478,1
202510,31DEC25,01APR25,31MAR26,350,Infectious Diseases Service,4664,1859,3485,1179,868,2005,779,29341,21647,2960,3998,17649,1
202510,31DEC25,01APR25,31MAR26,352,Tropical Medicine Service,41,23,37,4,3,14,10,1516,1115,96,470,645,1
202510,31DEC25,01APR25,31MAR26,360,Genitourinary Medicine Service,36,21,26,10,9,22,10,11839,8693,1470,1119,7574,1
202510,31DEC25,01APR25,31MAR26,361,Renal Medicine Service,18536,11708,12730,5806,5365,11461,4146,126579,95502,8402,10783,84678,1
202510,31DEC25,01APR25,31MAR26,370,Medical Oncology Service,46286,39993,7142,39144,36417,45218,4826,269059,227312,5698,18848,208464,1
202510,31DEC25,01APR25,31MAR26,371,Nuclear Medicine Service,40,39,22,18,18,39,2,4362,3768,95,1637,2131,1
202510,31DEC25,01APR25,31MAR26,400,Neurology Service,13700,11994,3304,10396,10122,12255,1235,189176,129691,12147,42602,87088,1
202510,31DEC25,01APR25,31MAR26,401,Clinical Neurophysiology Service,150,144,8,142,138,150,2,28047,22088,1636,19179,2909,1
202510,31DEC25,01APR25,31MAR26,410,Rheumatology Service,15987,14420,1487,14500,13919,15052,392,246356,176093,13235,31677,144413,1
202510,31DEC25,01APR25,31MAR26,420,Paediatric Service,74424,13999,69754,4670,3554,69477,59314,203847,147366,14790,76197,71167,1
202510,31DEC25,01APR25,31MAR26,421,Paediatric Neurology Service,1085,845,345,740,629,973,116,10376,7278,592,1900,5376,1
202510,31DEC25,01APR25,31MAR26,422,Neonatal Critical Care Service,11621,4981,11590,31,27,8677,645,10529,8253,702,3443,4810,1
202510,31DEC25,01APR25,31MAR26,424,Well Baby Service,33517,2466,33515,2,0,32557,366,2707,2197,154,1056,1141,1
202510,31DEC25,01APR25,31MAR26,430,Elderly Medicine Service,83276,21772,81087,2189,1645,30082,26685,42055,29184,2437,12727,16457,1
202510,31DEC25,01APR25,31MAR26,431,Orthogeriatric Medicine Service,11,8,3,8,8,9,0,158,146,4,20,126,1
202510,31DEC25,01APR25,31MAR26,450,Dental Medicine Service,378,364,16,362,351,376,8,11201,7205,778,2153,5052,1
202510,31DEC25,01APR25,31MAR26,451,Special Care Dentistry Service,340,320,4,336,316,336,0,1139,936,115,282,654,1
202510,31DEC25,01APR25,31MAR26,460,Medical Ophthalmology Service,83,67,14,69,62,82,12,16088,11621,988,1251,10369,1
202510,31DEC25,01APR25,31MAR26,461,Ophthalmic and Vision Science Service,,,,,,,,1017,762,47,143,619,1
202510,31DEC25,01APR25,31MAR26,501,Obstetrics Service,90682,41146,89340,1342,837,88412,1305,403453,314953,23169,72434,242515,1
202510,31DEC25,01APR25,31MAR26,502,Gynaecology Service,45624,28196,28788,16836,15118,44283,19947,424749,308948,21387,152559,156384,1
202510,31DEC25,01APR25,31MAR26,503,Gynaecological Oncology Service,1942,1658,1340,602,533,1833,119,26442,19283,1219,8656,10627,1
202510,31DEC25,01APR25,31MAR26,505,Fetal Medicine Service,25,13,23,2,1,25,2,7580,6472,324,2338,4134,1
202510,31DEC25,01APR25,31MAR26,560,Midwifery Service,18873,5558,18652,221,43,17397,201,451204,351310,28872,61019,290291,1
202510,31DEC25,01APR25,31MAR26,650,Physiotherapy Service,86,73,6,80,71,86,1,530486,406456,38727,120485,285913,1
202510,31DEC25,01APR25,31MAR26,651,Occupational Therapy Service,2,1,1,1,0,1,0,62100,49810,4184,16201,33603,1
202510,31DEC25,01APR25,31MAR26,652,Speech and Language Therapy Service,1,1,1,0,0,1,0,19434,15926,888,4604,11322,1
202510,31DEC25,01APR25,31MAR26,653,Podiatry Service,91,88,3,88,85,91,0,52880,41159,2619,6849,34310,1
202510,31DEC25,01APR25,31MAR26,654,Dietetics Service,20,15,11,9,9,17,7,65382,51192,5590,16603,34585,1
202510,31DEC25,01APR25,31MAR26,655,Orthoptics Service,5,4,3,2,2,3,1,47767,31940,5095,8492,23448,1
202510,31DEC25,01APR25,31MAR26,656,Clinical Psychology Service,4,1,4,0,0,4,2,38807,32258,3394,4622,27636,1
202510,31DEC25,01APR25,31MAR26,657,Prosthetics Service,,,,,,,,2828,2264,184,364,1900,1
202510,31DEC25,01APR25,31MAR26,658,Orthotics Service,,,,,,,,36550,26881,2556,9469,17412,1
202510,31DEC25,01APR25,31MAR26,659,Dramatherapy Service,,,,,,,,1,0,0,0,0,1
202510,31DEC25,01APR25,31MAR26,661,Music Therapy Service,,,,,,,,182,117,13,7,110,1
202510,31DEC25,01APR25,31MAR26,662,Optometry Service,1,0,1,0,0,1,1,11064,8070,874,2749,5321,1
202510,31DEC25,01APR25,31MAR26,663,Podiatric Surgery Service,277,224,2,275,223,277,1,5105,3536,240,849,2687,1
202510,31DEC25,01APR25,31MAR26,670,Urological Physiology Service,,,,,,,,1176,814,38,179,635,1
202510,31DEC25,01APR25,31MAR26,673,Vascular Physiology Service,,,,,,,,626,510,39,504,6,1
202510,31DEC25,01APR25,31MAR26,675,Cardiac Physiology Service,,,,,,,,13947,11315,619,4617,6696,1
202510,31DEC25,01APR25,31MAR26,677,Gastrointestinal Physiology Service,51,43,1,50,43,50,0,1695,1207,107,346,861,1
202510,31DEC25,01APR25,31MAR26,700,Learning Disability Service,163,1,153,10,0,159,4,6607,5797,345,471,5326,1
202510,31DEC25,01APR25,31MAR26,710,Adult Mental Health Service,3135,10,3134,1,1,2359,1605,134819,110430,9405,13279,97151,1
202510,31DEC25,01APR25,31MAR26,711,Child and Adolescent Psychiatry Service,78,0,78,0,0,65,32,44119,36821,2936,6311,30510,1
202510,31DEC25,01APR25,31MAR26,712,Forensic Psychiatry Service,103,0,103,0,0,38,10,1630,1362,85,139,1223,1
202510,31DEC25,01APR25,31MAR26,713,Medical Psychotherapy Service,31,21,11,20,20,31,11,4814,3820,310,424,3396,1
202510,31DEC25,01APR25,31MAR26,715,Old Age Psychiatry Service,383,9,383,0,0,293,156,13748,10902,504,2023,8879,1
202510,31DEC25,01APR25,31MAR26,720,Eating Disorders Service,5,0,5,0,0,5,0,2219,1786,139,147,1639,1
202510,31DEC25,01APR25,31MAR26,721,Addiction Service,2,1,1,1,1,2,1,95,87,7,11,76,1
202510,31DEC25,01APR25,31MAR26,722,Liaison Psychiatry Service,14,0,14,0,0,7,0,1323,1172,61,396,776,1
202510,31DEC25,01APR25,31MAR26,723,Psychiatric Intensive Care Service,26,1,26,0,0,12,11,,,,,,
202510,31DEC25,01APR25,31MAR26,724,Perinatal Mental Health Service,18,0,18,0,0,16,8,952,688,87,61,627,1
202510,31DEC25,01APR25,31MAR26,727,Dementia Assessment Service,,,,,,,,635,474,51,66,408,1
202510,31DEC25,01APR25,31MAR26,730,Neuropsychiatry Service,11,0,6,5,0,11,0,685,402,44,102,300,1
202510,31DEC25,01APR25,31MAR26,800,Clinical Oncology Service,40783,36009,5863,34920,33234,39535,3733,316547,273886,6014,30530,243356,1
202510,31DEC25,01APR25,31MAR26,811,Interventional Radiology Service,7600,7065,1603,5997,5751,6738,95,14776,13500,297,8328,5172,1
202510,31DEC25,01APR25,31MAR26,812,Diagnostic Imaging Service,1390,1301,130,1260,1186,1316,4,761667,712386,15463,338571,373815,1
202510,31DEC25,01APR25,31MAR26,822,Chemical Pathology Service,275,267,4,271,267,273,1,10004,6927,828,2624,4303,1
202510,31DEC25,01APR25,31MAR26,834,Medical Virology Service,,,,,,,,1918,1230,279,24,1206,1
202510,31DEC25,01APR25,31MAR26,840,Audiology Service,10,10,1,9,9,10,0,178992,154960,7344,65916,89025,1
202510,31DEC25,01APR25,31MAR26,920,Diabetic Education Service,2,1,2,0,0,2,2,110,86,6,32,54,1
202510,30NOV25,01APR25,31MAR26,&,Not Known,12551,6400,10543,2008,1780,10124,5034,136039,98013,14537,21798,75909,1
202510,30NOV25,01APR25,31MAR26,100,General Surgery Service,103262,68331,66776,36486,33055,92019,48639,207447,159257,10637,66088,93160,1
202510,30NOV25,01APR25,31MAR26,101,Urology Service,59798,46747,27072,32726,29073,55620,13686,368593,274591,20226,87428,187159,1
202510,30NOV25,01APR25,31MAR26,102,Transplant Surgery Service,1471,1070,1170,301,272,1050,382,13356,10557,704,1101,9456,1
202510,30NOV25,01APR25,31MAR26,103,Breast Surgery Service,7164,6754,1676,5488,5236,7071,117,168531,134808,5931,63717,71090,1
202510,30NOV25,01APR25,31MAR26,104,Colorectal Surgery Service,32304,27244,9846,22458,21329,29607,3924,132480,100512,6726,46701,53811,1
202510,30NOV25,01APR25,31MAR26,105,Hepatobiliary and Pancreatic Surgery Service,3543,2174,3054,489,416,2556,1122,12349,9157,556,3002,6131,1
202510,30NOV25,01APR25,31MAR26,106,Upper Gastrointestinal Surgery Service,9955,7607,4890,5065,4697,8594,2194,26360,19644,1510,9409,10235,1
202510,30NOV25,01APR25,31MAR26,107,Vascular Surgery Service,9065,7134,5277,3788,3358,7922,2172,67410,47678,4021,23076,24602,1
202510,30NOV25,01APR25,31MAR26,108,Spinal Surgery Service,6097,5090,3253,2844,2689,5637,852,46533,34707,2209,13457,21250,1
202510,30NOV25,01APR25,31MAR26,109,Bariatric Surgery Service,382,344,318,64,56,365,4,6287,4094,501,1141,2953,1
202510,30NOV25,01APR25,31MAR26,110,Trauma and Orthopaedic Service,87435,73326,54660,32775,30515,79832,21124,744829,584056,36456,208491,375556,1
202510,30NOV25,01APR25,31MAR26,111,Orthopaedic Service,1559,1403,830,729,677,1513,112,17501,12342,990,3691,8651,1
202510,30NOV25,01APR25,31MAR26,113,Endocrine Surgery Service,97,85,88,9,8,96,2,1137,638,84,206,432,1
202510,30NOV25,01APR25,31MAR26,115,Trauma Surgery Service,877,501,782,95,83,680,490,5372,4510,370,2005,2505,1
202510,30NOV25,01APR25,31MAR26,120,Ear Nose and Throat Service,24587,18669,11963,12624,11485,23571,7212,340197,243799,21364,113349,130445,1
202510,30NOV25,01APR25,31MAR26,130,Ophthalmology Service,73607,70143,2222,71385,68359,73123,1142,1037393,786218,53544,205482,580735,1
202510,30NOV25,01APR25,31MAR26,140,Oral Surgery Service,11954,10596,1526,10428,9740,11661,737,88769,62624,6266,28509,34115,1
202510,30NOV25,01APR25,31MAR26,141,Restorative Dentistry Service,546,448,76,470,423,546,0,44587,33061,2402,5582,27479,1
202510,30NOV25,01APR25,31MAR26,142,Paediatric Dentistry Service,2498,2108,133,2365,2068,2495,5,13908,9521,1172,3023,6498,1
202510,30NOV25,01APR25,31MAR26,143,Orthodontic Service,84,83,3,81,80,84,0,74623,55375,4040,4689,50686,1
202510,30NOV25,01APR25,31MAR26,144,Maxillofacial Surgery Service,7572,6570,2422,5150,4758,7303,1282,62290,43320,4319,17675,25645,1
202510,30NOV25,01APR25,31MAR26,145,Oral and Maxillofacial Surgery Service,2569,2187,724,1845,1682,2502,455,19138,12808,1519,5851,6957,1
202510,30NOV25,01APR25,31MAR26,150,Neurosurgical Service,7131,5872,5799,1332,1215,6043,1914,47388,33552,2229,11103,22448,1
202510,30NOV25,01APR25,31MAR26,160,Plastic Surgery Service,20950,18437,5367,15583,14309,20441,3011,117163,88767,5603,28971,59796,1
202510,30NOV25,01APR25,31MAR26,161,Burns Care Service,415,266,354,61,57,374,247,5737,4582,340,1290,3292,1
202510,30NOV25,01APR25,31MAR26,170,Cardiothoracic Surgery Service,460,288,445,15,9,260,71,2954,2350,105,1045,1305,1
202510,30NOV25,01APR25,31MAR26,171,Paediatric Surgery Service,4274,3160,2529,1745,1578,3778,1350,20483,14326,1373,6498,7828,1
202510,30NOV25,01APR25,31MAR26,172,Cardiac Surgery Service,3132,2440,3087,45,28,2170,348,10337,8008,346,2508,5500,1
202510,30NOV25,01APR25,31MAR26,173,Thoracic Surgery Service,2987,2478,2771,216,183,2621,377,10070,8260,313,2543,5717,1
