PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
202510,31JAN26,01APR25,31MAR26,&,Not Known,16412,3918,13600,2812,1106,12616,5885,151626,93033,21286,26321,66461,1
202510,31JAN26,01APR25,31MAR26,100,General Surgery Service,100523,46675,65026,35497,26104,90293,48166,209573,160611,10607,66500,94068,1
202510,31JAN26,01APR25,31MAR26,101,Urology Service,60374,33298,26535,33839,22153,56486,13693,387706,288610,21351,93662,194939,1
202510,31JAN26,01APR25,31MAR26,102,Transplant Surgery Service,1409,849,1112,297,252,1048,402,13982,11192,675,1130,10062,1
202510,31JAN26,01APR25,31MAR26,103,Breast Surgery Service,7208,4778,1563,5645,3842,7120,80,173721,138824,6290,66383,72441,1
202510,31JAN26,01APR25,31MAR26,104,Colorectal Surgery Service,31887,18158,9897,21990,14840,29352,4326,135797,102770,6837,47851,54916,1
202510,31JAN26,01APR25,31MAR26,105,Hepatobiliary and Pancreatic Surgery Service,3699,1487,3189,510,305,2607,1123,13002,9803,670,3342,6458,1
202510,31JAN26,01APR25,31MAR26,106,Upper Gastrointestinal Surgery Service,10413,5393,4978,5435,3717,8908,2168,27996,20858,1640,10318,10539,1
202510,31JAN26,01APR25,31MAR26,107,Vascular Surgery Service,9079,4522,5483,3596,2104,7890,2435,71604,49737,4542,23949,25787,1
202510,31JAN26,01APR25,31MAR26,108,Spinal Surgery Service,5636,3509,2873,2763,2055,5277,829,46507,34922,2280,13472,21448,1
202510,31JAN26,01APR25,31MAR26,109,Bariatric Surgery Service,379,181,306,73,44,368,6,6709,4432,496,1215,3217,1
202510,31JAN26,01APR25,31MAR26,110,Trauma and Orthopaedic Service,84564,51095,52223,32341,23485,76730,21606,761220,592634,37747,214142,378480,1
202510,31JAN26,01APR25,31MAR26,111,Orthopaedic Service,1598,892,841,757,450,1562,91,18346,12626,970,3766,8860,1
202510,31JAN26,01APR25,31MAR26,113,Endocrine Surgery Service,85,36,77,8,3,84,0,1143,639,61,178,461,1
202510,31JAN26,01APR25,31MAR26,115,Trauma Surgery Service,1005,300,903,102,32,774,533,6176,5158,402,2246,2912,1
202510,31JAN26,01APR25,31MAR26,120,Ear Nose and Throat Service,24749,12008,12035,12714,7563,23833,7503,344501,245529,21542,112531,132992,1
202510,31JAN26,01APR25,31MAR26,130,Ophthalmology Service,73832,59410,2340,71492,58035,73271,1170,1051785,785741,57099,202846,582879,1
202510,31JAN26,01APR25,31MAR26,140,Oral Surgery Service,12041,7779,1513,10528,7158,11801,722,90813,62984,6680,28239,34743,1
202510,31JAN26,01APR25,31MAR26,141,Restorative Dentistry Service,436,206,56,380,200,436,2,44531,32210,2377,4746,27463,1
202510,31JAN26,01APR25,31MAR26,142,Paediatric Dentistry Service,2399,1615,105,2294,1590,2398,2,14721,10090,1264,3407,6683,1
202510,31JAN26,01APR25,31MAR26,143,Orthodontic Service,68,56,5,63,56,68,5,78266,58669,4110,4439,54230,1
202510,31JAN26,01APR25,31MAR26,144,Maxillofacial Surgery Service,7065,3980,2245,4820,2815,6798,1196,62706,42770,4151,16778,25992,1
202510,31JAN26,01APR25,31MAR26,145,Oral and Maxillofacial Surgery Service,2972,1517,777,2195,1261,2890,422,18778,12629,1438,5303,7326,1
202510,31JAN26,01APR25,31MAR26,150,Neurosurgical Service,6904,3738,5581,1323,813,5731,1890,45937,32765,2196,10976,21789,1
202510,31JAN26,01APR25,31MAR26,160,Plastic Surgery Service,20837,11898,4980,15857,9537,20402,2885,118992,89062,6178,28781,60281,1
202510,31JAN26,01APR25,31MAR26,161,Burns Care Service,413,161,346,67,35,373,252,6487,5008,380,1482,3526,1
202510,31JAN26,01APR25,31MAR26,170,Cardiothoracic Surgery Service,383,149,369,14,5,238,77,2771,2220,82,969,1251,1
202510,31JAN26,01APR25,31MAR26,171,Paediatric Surgery Service,4439,2210,2482,1957,1154,3967,1327,20731,14514,1247,6653,7861,1
202510,31JAN26,01APR25,31MAR26,172,Cardiac Surgery Service,2801,1436,2762,39,22,1937,293,11055,8438,463,2717,5721,1
202510,31JAN26,01APR25,31MAR26,173,Thoracic Surgery Service,2789,1636,2558,231,113,2474,370,10595,8614,319,2700,5914,1
202510,31JAN26,01APR25,31MAR26,174,Cardiothoracic Transplantation Service,223,111,192,31,16,195,53,1960,1517,103,81,1436,1
202510,31JAN26,01APR25,31MAR26,180,Emergency Medicine Service,50194,5712,50001,193,84,49311,49020,23465,20951,1133,16977,3974,1
202510,31JAN26,01APR25,31MAR26,190,Anaesthetic Service,1856,917,522,1334,741,1594,233,153403,125336,6638,49191,76145,1
202510,31JAN26,01APR25,31MAR26,191,Pain Management Service,11609,8509,231,11378,8385,11487,35,88531,63997,6089,20833,43161,1
202510,31JAN26,01APR25,31MAR26,192,Intensive Care Medicine Service,3747,1247,3733,14,7,1374,1227,2165,1583,166,750,833,1
202510,31JAN26,01APR25,31MAR26,199,"Non-UK Provider; specialty function not known, tre",,,,,,,,12,12,0,12,0,1
202510,31JAN26,01APR25,31MAR26,211,Paediatric Urology Service,1785,1191,368,1417,963,1742,106,10348,7196,795,2626,4570,1
202510,31JAN26,01APR25,31MAR26,212,Paediatric Transplantation Surgery Service,32,20,31,1,0,17,1,75,71,3,5,66,1
202510,31JAN26,01APR25,31MAR26,213,Paediatric Gastrointestinal Surgery Service,1,0,1,0,0,0,0,,,,,,
202510,31JAN26,01APR25,31MAR26,214,Paediatric Trauma and Orthopaedic Service,2042,1305,1140,902,569,1959,374,38677,27847,2466,11469,16378,1
202510,31JAN26,01APR25,31MAR26,215,Paediatric Ear Nose and Throat Service,3182,2108,949,2233,1552,3106,262,28670,18794,2177,9217,9577,1
202510,31JAN26,01APR25,31MAR26,216,Paediatric Ophthalmology Service,794,558,98,696,495,784,16,50656,34465,4683,10595,23870,1
202510,31JAN26,01APR25,31MAR26,217,Paediatric Oral and Maxillofacial Surgery Service,503,366,226,277,222,500,153,2767,1846,198,822,1024,1
202510,31JAN26,01APR25,31MAR26,218,Paediatric Neurosurgery Service,659,475,466,193,171,535,156,3620,2729,201,733,1996,1
202510,31JAN26,01APR25,31MAR26,219,Paediatric Plastic Surgery Service,1511,937,553,958,593,1489,322,10666,8145,621,2999,5146,1
202510,31JAN26,01APR25,31MAR26,220,Paediatric Burns Care Service,275,143,178,97,65,262,135,3950,3199,154,667,2532,1
202510,31JAN26,01APR25,31MAR26,221,Paediatric Cardiac Surgery Service,288,207,284,4,3,187,7,196,150,11,80,70,1
202510,31JAN26,01APR25,31MAR26,222,Paediatric Thoracic Surgery Service,2,1,2,0,0,0,0,,,,,,
202510,31JAN26,01APR25,31MAR26,223,Paediatric Epilepsy Service,136,58,91,45,35,81,20,8737,6684,535,1217,5466,1
202510,31JAN26,01APR25,31MAR26,240,Paediatric Palliative Medicine Service,1,0,1,0,0,0,0,436,407,20,47,360,1
202510,31JAN26,01APR25,31MAR26,241,Paediatric Pain Management Service,40,40,0,40,40,40,0,543,439,14,90,349,1
202510,31JAN26,01APR25,31MAR26,242,Paediatric Intensive Care Service,731,364,729,2,0,298,211,1213,1189,23,79,1110,1
202510,31JAN26,01APR25,31MAR26,250,Paediatric Hepatology Service,175,72,55,120,26,172,5,122,121,1,1,120,1
202510,31JAN26,01APR25,31MAR26,251,Paediatric Gastroenterology Service,3597,2140,664,2933,1876,3368,191,15420,10499,885,2662,7830,1
202510,31JAN26,01APR25,31MAR26,252,Paediatric Endocrinology Service,1092,666,143,949,589,1079,40,13265,9045,881,1971,7074,1
202510,31JAN26,01APR25,31MAR26,253,Paediatric Clinical Haematology Service,3212,2161,778,2434,1796,3062,323,9964,7377,554,862,6515,1
202510,31JAN26,01APR25,31MAR26,254,Paediatric Audio Vestibular Medicine Service,40,33,4,36,29,40,0,9908,6924,777,2958,3912,1
202510,31JAN26,01APR25,31MAR26,255,Paediatric Clinical Immunology and Allergy Service,1410,789,53,1357,772,1403,29,13744,9520,891,3561,5959,1
202510,31JAN26,01APR25,31MAR26,256,Paediatric Infectious Diseases Service,120,43,68,52,24,88,33,1356,862,130,413,449,1
202510,31JAN26,01APR25,31MAR26,257,Paediatric Dermatology Service,384,224,37,347,209,371,7,21797,14578,1830,5061,9517,1
202510,31JAN26,01APR25,31MAR26,258,Paediatric Respiratory Medicine Service,1868,995,1485,383,242,1389,219,20577,14112,1468,4035,10077,1
202510,31JAN26,01APR25,31MAR26,259,Paediatric Nephrology Service,1160,662,325,835,523,1084,127,6966,5244,424,887,4357,1
202510,31JAN26,01APR25,31MAR26,260,Paediatric Medical Oncology Service,3859,2229,1228,2631,1622,3737,511,8392,6794,226,533,6261,1
202510,31JAN26,01APR25,31MAR26,261,Paediatric Inherited Metabolic Medicine Service,303,240,76,227,199,290,29,2218,1506,109,206,1288,1
202510,31JAN26,01APR25,31MAR26,262,Paediatric Rheumatology Service,1142,694,114,1028,620,1124,31,6442,4606,275,1022,3580,1
202510,31JAN26,01APR25,31MAR26,263,Paediatric Diabetes Service,70,3,57,13,3,56,38,15325,11399,898,631,10768,1
202510,31JAN26,01APR25,31MAR26,264,Paediatric Cystic Fibrosis Service,73,28,26,47,9,72,6,1687,1279,62,63,1216,1
202510,31JAN26,01APR25,31MAR26,270,Paediatric Emergency Medicine Service,114,6,114,0,0,105,104,14,9,1,0,9,1
202510,31JAN26,01APR25,31MAR26,280,Paediatric Interventional Radiology Service,48,46,4,44,42,48,0,349,295,4,44,251,1
202510,31JAN26,01APR25,31MAR26,290,Community Paediatric Service,95,12,43,52,7,95,36,45517,37442,2841,9414,28028,1
202510,31JAN26,01APR25,31MAR26,291,Paediatric Neurodisability Service,49,43,6,43,40,49,3,7409,5525,469,1244,4281,1
202510,31JAN26,01APR25,31MAR26,300,General Internal Medicine Service,288820,44777,270732,18088,10269,191725,171207,138217,115096,5993,42678,72411,1
202510,31JAN26,01APR25,31MAR26,301,Gastroenterology Service,150834,98193,25393,125441,92537,130623,3599,288161,216852,17818,88516,128332,1
202510,31JAN26,01APR25,31MAR26,302,Endocrinology Service,14264,3951,10210,4054,2715,6708,2482,124715,87406,12305,23579,63827,1
202510,31JAN26,01APR25,31MAR26,303,Clinical Haematology Service,63432,42803,8049,55383,40092,61080,3599,264912,205148,11990,22981,182162,1
202510,31JAN26,01APR25,31MAR26,304,Clinical Physiology Service,8,4,4,4,3,8,4,81311,65646,3728,46687,18959,1
202510,31JAN26,01APR25,31MAR26,305,Clinical Pharmacology Service,214,63,214,0,0,44,44,1779,974,170,457,517,1
202510,31JAN26,01APR25,31MAR26,306,Hepatology Service,5047,2747,2351,2696,2009,3443,321,73260,51014,6848,14237,36777,1
202510,31JAN26,01APR25,31MAR26,307,Diabetes Service,6838,1622,5867,971,815,2817,1823,143585,104078,13683,17405,86673,1
202510,31JAN26,01APR25,31MAR26,308,Blood and Marrow Transplantation Service,724,506,247,477,379,653,62,4776,3724,131,191,3533,1
202510,31JAN26,01APR25,31MAR26,309,Haemophilia Service,283,186,58,225,168,279,49,6304,4471,502,634,3837,1
202510,31JAN26,01APR25,31MAR26,310,Audio Vestibular Medicine Service,28,21,15,13,13,28,13,39518,28230,2128,9777,18453,1
202510,31JAN26,01APR25,31MAR26,311,Clinical Genetics Service,4,2,3,1,1,3,0,14145,11422,849,7466,3956,1
202510,31JAN26,01APR25,31MAR26,313,Clinical Immunology and Allergy Service,924,410,10,914,407,923,1,6026,4296,386,1344,2952,1
202510,31JAN26,01APR25,31MAR26,314,Rehabilitation Medicine Service,4593,1168,4534,59,43,2436,450,28642,23249,1245,4574,18675,1
202510,31JAN26,01APR25,31MAR26,315,Palliative Medicine Service,1143,130,1128,15,8,452,229,15857,14145,502,2506,11639,1
202510,31JAN26,01APR25,31MAR26,316,Clinical Immunology Service,1042,712,6,1036,708,1041,0,5177,3743,331,815,2928,1
202510,31JAN26,01APR25,31MAR26,317,Allergy Service,1875,1496,12,1863,1487,1874,2,12947,8851,918,4027,4824,1
202510,31JAN26,01APR25,31MAR26,318,Intermediate Care Service,1445,233,1445,0,0,885,60,81925,81213,415,11940,69273,1
202510,31JAN26,01APR25,31MAR26,319,Respite Care Service,149,3,149,0,0,147,0,,,,,,
202510,31JAN26,01APR25,31MAR26,320,Cardiology Service,58770,22290,41425,17345,10396,33603,11687,476804,367139,28110,173369,193752,1
202510,31JAN26,01APR25,31MAR26,321,Paediatric Cardiology Service,1134,775,629,505,412,863,97,25871,19446,1395,6206,13240,1
202510,31JAN26,01APR25,31MAR26,322,Clinical Microbiology Service,20,8,6,14,8,20,4,4469,3463,246,3196,267,1
202510,31JAN26,01APR25,31MAR26,323,Spinal Injuries Service,206,71,171,35,10,150,9,3363,2430,210,394,2036,1
202510,31JAN26,01APR25,31MAR26,324,Anticoagulant Service,5,3,0,5,3,5,0,61417,52906,3921,5777,47129,1
202510,31JAN26,01APR25,31MAR26,325,Sport and Exercise Medicine Service,162,23,161,1,1,137,133,2654,1728,157,682,1045,1
202510,31JAN26,01APR25,31MAR26,326,Acute Internal Medicine Service,44040,5915,41608,2432,513,30115,27306,7291,6751,292,5094,1656,1
202510,31JAN26,01APR25,31MAR26,327,Cardiac Rehabilitation Service,5,0,5,0,0,5,5,19198,14887,1318,2737,12150,1
202510,31JAN26,01APR25,31MAR26,328,Stroke Medicine Service,15306,4369,15277,29,27,7300,6806,16039,12017,1086,6121,5896,1
202510,31JAN26,01APR25,31MAR26,329,Transient Ischaemic Attack Service,833,243,831,2,1,516,497,11287,9741,441,7887,1854,1
202510,31JAN26,01APR25,31MAR26,330,Dermatology Service,18110,10497,341,17769,10392,18074,80,437331,329662,21616,120594,209050,1
202510,31JAN26,01APR25,31MAR26,331,Congenital Heart Disease Service,143,53,92,51,18,125,11,6629,4473,439,959,3514,1
202510,31JAN26,01APR25,31MAR26,333,Rare Disease Service,,,,,,,,3,2,0,0,2,1
202510,31JAN26,01APR25,31MAR26,335,Inherited Metabolic Medicine Service,19,8,2,17,7,18,0,666,482,44,50,432,1
202510,31JAN26,01APR25,31MAR26,340,Respiratory Medicine Service,53147,11514,44999,8148,4507,20492,11261,298586,216891,22984,77616,139184,1
202510,31JAN26,01APR25,31MAR26,341,Respiratory Physiology Service,1365,675,562,803,259,1327,21,85854,64002,6231,30210,32526,1
202510,31JAN26,01APR25,31MAR26,342,Pulmonary Rehabilitation Service,,,,,,,,4778,3222,315,617,2605,1
202510,31JAN26,01APR25,31MAR26,343,Adult Cystic Fibrosis Service,434,149,276,158,68,344,81,3432,2607,260,106,2501,1
202510,31JAN26,01APR25,31MAR26,344,Complex Specialised Rehabilitation Service,20,11,20,0,0,8,1,258,218,18,52,166,1
202510,31JAN26,01APR25,31MAR26,345,Specialist Rehabilitation Service,63,61,9,54,53,60,1,3368,2511,286,249,2262,1
202510,31JAN26,01APR25,31MAR26,346,Local Specialist Rehabilitation Service,52,2,52,0,0,40,0,512,399,26,31,368,1
202510,31JAN26,01APR25,31MAR26,347,Sleep Medicine Service,762,459,404,358,102,751,6,18444,15284,1501,5276,9999,1
202510,31JAN26,01APR25,31MAR26,348,Post-COVID-19 Syndrome Service,1,1,1,0,0,0,0,1091,802,63,161,641,1
202510,31JAN26,01APR25,31MAR26,350,Infectious Diseases Service,4187,1123,3085,1102,574,1890,749,30636,22528,3321,4297,18231,1
202510,31JAN26,01APR25,31MAR26,352,Tropical Medicine Service,49,24,45,4,4,18,14,1632,1219,113,533,686,1
202510,31JAN26,01APR25,31MAR26,360,Genitourinary Medicine Service,29,13,24,5,4,14,6,13160,9685,1637,1254,8431,1
202510,31JAN26,01APR25,31MAR26,361,Renal Medicine Service,17962,7964,12008,5954,4208,11246,3861,132808,99733,8833,11580,88121,1
202510,31JAN26,01APR25,31MAR26,370,Medical Oncology Service,44621,33290,6656,37965,30653,43647,4422,270762,229179,6132,19439,209740,1
202510,31JAN26,01APR25,31MAR26,371,Nuclear Medicine Service,58,42,35,23,18,58,7,4342,3758,115,1635,2123,1
202510,31JAN26,01APR25,31MAR26,400,Neurology Service,13647,8474,3181,10466,7248,12358,1232,205159,143340,13591,46462,96878,1
202510,31JAN26,01APR25,31MAR26,401,Clinical Neurophysiology Service,153,83,13,140,73,153,1,30428,24030,1885,20779,3251,1
202510,31JAN26,01APR25,31MAR26,410,Rheumatology Service,16411,10247,1305,15106,9957,15706,349,261169,189892,13671,34798,155093,1
202510,31JAN26,01APR25,31MAR26,420,Paediatric Service,65517,7985,60715,4802,2378,61030,51345,216125,160714,14797,80296,80415,1
202510,31JAN26,01APR25,31MAR26,421,Paediatric Neurology Service,1146,705,334,812,561,1031,99,10644,7608,548,2069,5539,1
202510,31JAN26,01APR25,31MAR26,422,Neonatal Critical Care Service,11542,2921,11507,35,22,8658,641,11491,9007,740,3926,5081,1
202510,31JAN26,01APR25,31MAR26,424,Well Baby Service,33991,1600,33988,3,0,33009,323,2862,2420,156,1269,1151,1
202510,31JAN26,01APR25,31MAR26,430,Elderly Medicine Service,76430,11203,74105,2325,1168,27426,24107,45691,32851,2747,14331,18519,1
202510,31JAN26,01APR25,31MAR26,431,Orthogeriatric Medicine Service,29,19,14,15,15,15,0,176,149,7,29,120,1
202510,31JAN26,01APR25,31MAR26,450,Dental Medicine Service,478,392,11,467,381,475,4,12581,8393,885,2653,5740,1
202510,31JAN26,01APR25,31MAR26,451,Special Care Dentistry Service,363,304,0,363,304,363,0,1482,1198,120,358,840,1
202510,31JAN26,01APR25,31MAR26,460,Medical Ophthalmology Service,115,87,12,103,86,114,11,16173,11314,910,1228,10086,1
202510,31JAN26,01APR25,31MAR26,461,Ophthalmic and Vision Science Service,,,,,,,,1140,940,46,144,796,1
202510,31JAN26,01APR25,31MAR26,499,"Non-UK Provider; specialty function not known, tre",,,,,,,,1,0,0,0,0,1
202510,31JAN26,01APR25,31MAR26,501,Obstetrics Service,92810,27895,91420,1390,939,90478,1244,406326,319713,23215,76579,243130,1
202510,31JAN26,01APR25,31MAR26,502,Gynaecology Service,47991,20133,30696,17295,11102,46585,20742,443088,328482,21753,160620,167859,1
202510,31JAN26,01APR25,31MAR26,503,Gynaecological Oncology Service,1815,1050,1210,605,330,1738,74,27459,20467,1193,8788,11678,1
202510,31JAN26,01APR25,31MAR26,505,Fetal Medicine Service,27,19,25,2,2,27,2,7655,6419,281,2464,3955,1
202510,31JAN26,01APR25,31MAR26,560,Midwifery Service,19835,4353,19659,176,62,18375,154,456838,357316,28100,63535,293781,1
202510,31JAN26,01APR25,31MAR26,650,Physiotherapy Service,85,70,8,77,69,83,6,575306,443294,39548,126894,316322,1
202510,31JAN26,01APR25,31MAR26,651,Occupational Therapy Service,9,6,5,4,2,6,1,66727,53191,4325,16588,36600,1
202510,31JAN26,01APR25,31MAR26,652,Speech and Language Therapy Service,2,1,1,1,1,1,0,22879,18903,1008,5271,13632,1
202510,31JAN26,01APR25,31MAR26,653,Podiatry Service,136,122,4,132,119,136,0,54519,42517,2760,7805,34712,1
202510,31JAN26,01APR25,31MAR26,654,Dietetics Service,11,4,3,8,4,10,0,74294,57785,6346,19090,38692,1
202510,31JAN26,01APR25,31MAR26,655,Orthoptics Service,11,3,5,6,1,11,4,53003,36654,5246,9812,26842,1
202510,31JAN26,01APR25,31MAR26,656,Clinical Psychology Service,8,2,6,2,1,8,4,45551,38336,3543,5271,33065,1
202510,31JAN26,01APR25,31MAR26,657,Prosthetics Service,1,1,1,0,0,1,1,3356,2652,226,402,2250,1
202510,31JAN26,01APR25,31MAR26,658,Orthotics Service,1,1,1,0,0,0,0,39457,29277,2595,11168,18109,1
202510,31JAN26,01APR25,31MAR26,659,Dramatherapy Service,,,,,,,,1,1,0,1,0,1
202510,31JAN26,01APR25,31MAR26,661,Music Therapy Service,,,,,,,,184,125,15,13,112,1
202510,31JAN26,01APR25,31MAR26,662,Optometry Service,,,,,,,,11750,8663,958,2940,5723,1
202510,31JAN26,01APR25,31MAR26,663,Podiatric Surgery Service,298,165,5,293,162,298,0,5268,3431,260,860,2571,1
202510,31JAN26,01APR25,31MAR26,670,Urological Physiology Service,0,0,0,0,0,0,0,1024,729,40,167,562,1
202510,31JAN26,01APR25,31MAR26,673,Vascular Physiology Service,,,,,,,,652,525,62,523,2,1
202510,31JAN26,01APR25,31MAR26,675,Cardiac Physiology Service,,,,,,,,15187,12217,595,4887,7328,1
202510,31JAN26,01APR25,31MAR26,677,Gastrointestinal Physiology Service,73,43,0,73,43,73,0,1873,1422,103,415,1007,1
202510,31JAN26,01APR25,31MAR26,700,Learning Disability Service,168,0,158,10,0,166,1,7491,6625,388,543,6082,1
202510,31JAN26,01APR25,31MAR26,710,Adult Mental Health Service,2934,8,2932,2,2,2243,1605,142088,116919,9476,13863,103056,1
202510,31JAN26,01APR25,31MAR26,711,Child and Adolescent Psychiatry Service,71,0,71,0,0,53,24,48719,41044,2957,6782,34262,1
202510,31JAN26,01APR25,31MAR26,712,Forensic Psychiatry Service,96,0,96,0,0,37,9,1838,1557,126,173,1384,1
202510,31JAN26,01APR25,31MAR26,713,Medical Psychotherapy Service,32,18,15,17,17,31,13,5931,4845,371,523,4322,1
202510,31JAN26,01APR25,31MAR26,715,Old Age Psychiatry Service,308,3,307,1,0,243,133,14767,11809,585,2255,9554,1
202510,31JAN26,01APR25,31MAR26,720,Eating Disorders Service,6,0,6,0,0,6,0,2552,2156,128,189,1967,1
202510,31JAN26,01APR25,31MAR26,721,Addiction Service,4,1,4,0,0,2,2,106,92,11,8,84,1
202510,31JAN26,01APR25,31MAR26,722,Liaison Psychiatry Service,13,0,13,0,0,5,2,1373,1210,69,420,790,1
202510,31JAN26,01APR25,31MAR26,723,Psychiatric Intensive Care Service,28,3,28,0,0,16,15,,,,,,
202510,31JAN26,01APR25,31MAR26,724,Perinatal Mental Health Service,21,0,21,0,0,21,11,1092,795,94,77,718,1
202510,31JAN26,01APR25,31MAR26,725,Mental Health Recovery and Rehabilitation Service,0,0,0,0,0,0,0,,,,,,
202510,31JAN26,01APR25,31MAR26,727,Dementia Assessment Service,0,0,0,0,0,0,0,658,494,62,67,427,1
202510,31JAN26,01APR25,31MAR26,730,Neuropsychiatry Service,17,1,3,14,0,17,2,738,494,54,159,335,1
202510,31JAN26,01APR25,31MAR26,800,Clinical Oncology Service,39304,25268,5587,33717,23491,38218,3600,320490,276309,6001,30637,245672,1
202510,31JAN26,01APR25,31MAR26,811,Interventional Radiology Service,7543,4757,1471,6072,4049,6747,79,14134,12830,325,7291,5539,1
202510,31JAN26,01APR25,31MAR26,812,Diagnostic Imaging Service,1446,883,110,1336,813,1389,4,809525,759653,16008,348467,411186,1
202510,31JAN26,01APR25,31MAR26,822,Chemical Pathology Service,336,184,1,335,184,336,1,11649,8095,976,3197,4898,1
202510,31JAN26,01APR25,31MAR26,834,Medical Virology Service,1,0,1,0,0,1,1,2149,1359,299,27,1332,1
202510,31JAN26,01APR25,31MAR26,840,Audiology Service,12,6,2,10,6,11,1,184187,159353,7558,70552,88788,1
202510,31JAN26,01APR25,31MAR26,920,Diabetic Education Service,,,,,,,,166,122,17,82,40,1
202510,31DEC25,01APR25,31MAR26,&,Not Known,17277,8586,14600,2677,2457,13016,6270,136245,86479,17967,23324,62818,1
202510,31DEC25,01APR25,31MAR26,100,General Surgery Service,99210,64083,65366,33844,30641,88462,48205,197627,148735,10411,61370,87349,1
202510,31DEC25,01APR25,31MAR26,101,Urology Service,58202,44603,26142,32060,28299,54086,13688,373687,274003,20296,88325,185670,1
202510,31DEC25,01APR25,31MAR26,102,Transplant Surgery Service,1422,1025,1126,296,267,1075,439,13429,10684,708,954,9730,1
202510,31DEC25,01APR25,31MAR26,103,Breast Surgery Service,6928,6499,1460,5468,5196,6845,87,169809,135001,6152,64106,70895,1
202510,31DEC25,01APR25,31MAR26,104,Colorectal Surgery Service,30466,25275,9602,20864,19675,27964,3934,131450,97425,6611,45610,51813,1
202510,31DEC25,01APR25,31MAR26,105,Hepatobiliary and Pancreatic Surgery Service,3660,2191,3206,454,376,2512,1161,11760,8658,569,2887,5769,1
202510,31DEC25,01APR25,31MAR26,106,Upper Gastrointestinal Surgery Service,9983,7444,4795,5188,4772,8603,2184,26521,19345,1449,9239,10106,1
202510,31DEC25,01APR25,31MAR26,107,Vascular Surgery Service,8940,6816,5499,3441,3061,7720,2422,67346,46295,4166,22196,24099,1
202510,31DEC25,01APR25,31MAR26,108,Spinal Surgery Service,5749,4849,2979,2770,2634,5323,822,40806,30023,1938,11495,18528,1
202510,31DEC25,01APR25,31MAR26,109,Bariatric Surgery Service,356,321,301,55,53,344,6,5827,3686,482,815,2871,1
202510,31DEC25,01APR25,31MAR26,110,Trauma and Orthopaedic Service,82974,67446,52757,30217,28030,74954,22520,722647,556804,37527,199350,357443,1
202510,31DEC25,01APR25,31MAR26,111,Orthopaedic Service,1459,1329,788,671,622,1424,85,17265,11703,965,3681,8022,1
202510,31DEC25,01APR25,31MAR26,113,Endocrine Surgery Service,94,86,90,4,4,89,2,1042,538,57,166,372,1
202510,31DEC25,01APR25,31MAR26,115,Trauma Surgery Service,977,589,902,75,58,766,557,5612,4563,400,2059,2504,1
202510,31DEC25,01APR25,31MAR26,120,Ear Nose and Throat Service,23751,17801,11490,12261,11085,22788,7278,332263,232053,20714,105281,126767,1
202510,31DEC25,01APR25,31MAR26,130,Ophthalmology Service,64402,61165,2283,62119,59348,63947,1179,1009741,742040,54129,190552,551487,1
202510,31DEC25,01APR25,31MAR26,140,Oral Surgery Service,10728,9306,1444,9284,8524,10518,737,87484,59404,6465,27396,32008,1
202510,31DEC25,01APR25,31MAR26,141,Restorative Dentistry Service,394,350,35,359,345,393,0,36641,26174,1991,4457,21714,1
202510,31DEC25,01APR25,31MAR26,142,Paediatric Dentistry Service,2065,1707,99,1966,1684,2063,4,12905,8335,1125,2790,5544,1
202510,31DEC25,01APR25,31MAR26,143,Orthodontic Service,69,64,4,65,62,69,3,71160,52074,3808,4277,47796,1
202510,31DEC25,01APR25,31MAR26,144,Maxillofacial Surgery Service,6785,5791,2314,4471,4080,6501,1258,62631,42148,4332,16709,25439,1
202510,31DEC25,01APR25,31MAR26,145,Oral and Maxillofacial Surgery Service,2390,2053,678,1712,1570,2332,417,16423,10690,1173,4348,6341,1
202510,31DEC25,01APR25,31MAR26,150,Neurosurgical Service,6923,5475,5643,1280,1150,5781,2060,43618,29988,2107,9622,20366,1
202510,31DEC25,01APR25,31MAR26,160,Plastic Surgery Service,20273,17765,5201,15072,13813,19769,3183,115013,85976,5781,28060,57915,1
202510,31DEC25,01APR25,31MAR26,161,Burns Care Service,422,287,361,61,55,386,262,6467,5013,418,1468,3545,1
202510,31DEC25,01APR25,31MAR26,170,Cardiothoracic Surgery Service,479,291,471,8,7,264,107,2799,2200,97,889,1311,1
202510,31DEC25,01APR25,31MAR26,171,Paediatric Surgery Service,4013,3012,2257,1756,1570,3559,1178,19353,12971,1326,5988,6983,1
202510,31DEC25,01APR25,31MAR26,172,Cardiac Surgery Service,3060,2303,3013,47,30,2009,309,10408,7929,395,2600,5329,1
202510,31DEC25,01APR25,31MAR26,173,Thoracic Surgery Service,2816,2266,2608,208,176,2460,354,10004,8063,338,2423,5640,1
202510,31DEC25,01APR25,31MAR26,174,Cardiothoracic Transplantation Service,226,179,186,40,31,185,54,1770,1347,104,63,1284,1
202510,31DEC25,01APR25,31MAR26,180,Emergency Medicine Service,51052,10930,50872,180,116,50043,49760,22481,20343,1145,16569,3774,1
202510,31DEC25,01APR25,31MAR26,190,Anaesthetic Service,1952,1292,750,1202,909,1507,261,146786,118855,6483,46937,71918,1
